posted_date,company_name,job_title,salary,position_level,qualification,years_of_experience,job_type,job_specialisation,industry,company_size
Posted on 18-Feb-22,Shipco Transport Sdn. Bhd.,Customer Service Coordinator,"MYR 2,000 - MYR 2,500",Junior Executive,"Primary/Secondary School/O Level, Diploma, Advanced/Higher/Graduate Diploma",1 year,Full-Time,"Services,Customer Service",Transportation / Logistics,51 - 200 Employees
Posted on 15-Feb-22,Venture Electronics Services (Malaysia) Sdn. Bhd.,Buyer (Based in Penang & Melaka),,Junior Executive,"Bachelor's Degree, Post Graduate Diploma, Professional Degree",2 years,Full-Time,"Manufacturing,Purchasing/Material Mgmt",Manufacturing / Production,1001 - 2000 Employees
Posted on 1-Mar-22,EL SOLUTIONIST,Sales Executive,"MYR 3,000 - MYR 5,000",Senior Executive,Not Specified,2 years,Full-Time,"Sales/Marketing,Sales - Corporate",Human Resources Management / Consulting,1 - 50 Employees
Posted on 16-Feb-22,Greatech Integration (M) Sdn Bhd,Buyer,,Junior Executive,"Bachelor's Degree, Post Graduate Diploma, Professional Degree",2 years,Full-Time,"Manufacturing,Purchasing/Material Mgmt",Manufacturing / Production,501 - 1000 Employees
Posted on 18-Feb-22,Micron Memory Malaysia Sdn Bhd,Test Manufacturing Shift Supervisor,,Junior Executive,"Bachelor's Degree, Post Graduate Diploma, Professional Degree",3 years,Full-Time,"Manufacturing,Manufacturing",Semiconductor/Wafer Fabrication,1001 - 2000 Employees
Posted on 16-Feb-22,Plexus Manufacturing Sdn Bhd,Demand Analyst (Material Planning),,Junior Executive,"Diploma, Advanced/Higher/Graduate Diploma, Bachelor's Degree, Post Graduate Diploma, Professional Degree",1 year,Full-Time,"Manufacturing,Purchasing/Material Mgmt",Electrical & Electronics,More than 5000 Employees
Posted on 25-Feb-22,Takeiki Sdn Bhd,Customer Service cum Sourcing,"MYR 3,000 - MYR 4,800",Junior Executive,"Diploma, Advanced/Higher/Graduate Diploma",1 year,Full-Time,"Services,Customer Service",Electrical & Electronics,1 - 50 Employees
Posted on 14-Feb-22,FR DEVELOPMENT ASIA SDN BHD,Storekeeper/Warehouse Assistant 货仓管理员,,Senior Executive,"Primary/Secondary School/O Level, Diploma, Advanced/Higher/Graduate Diploma",5 years,Full-Time,"Manufacturing,Purchasing/Material Mgmt",Automobile / Automotive Ancillary / Vehicle,1 - 50 Employees
Posted on 14-Feb-22,Micron Memory Malaysia Sdn Bhd,Assembly Shift MFG Supervisor,,Senior Executive,"Bachelor's Degree, Post Graduate Diploma, Professional Degree",5 years,Full-Time,"Manufacturing,Manufacturing",Semiconductor/Wafer Fabrication,1001 - 2000 Employees
Posted on 16-Feb-22,Jabil Circuit Sdn Bhd,Business Unit Manager,,Senior Manager,"Bachelor's Degree, Post Graduate Diploma, Professional Degree",8 years,Full-Time,"Sales/Marketing,Marketing/Business Dev",Electrical & Electronics,More than 5000 Employees
Posted on 15-Feb-22,Opulent Solutions Sdn Bhd,Production Line Leader / Supervisor,,Senior Executive,"Primary/Secondary School/O Level, Higher Secondary/STPM/'A' Level/Pre-U, Professional Certificate",2 years,Full-Time,"Manufacturing,Manufacturing",Manufacturing / Production,201 - 500 Employees
Posted on 18-Feb-22,Samtec Asia Pacific (M) Sdn Bhd,Manufacturing Production Operator (Permanent),"MYR 1,450 - MYR 2,500",Junior Executive,"Bachelor's Degree, Post Graduate Diploma, Professional Degree",1 year,Full-Time,"Manufacturing,Manufacturing",Manufacturing / Production,201 - 500 Employees
Posted on 15-Feb-22,SWAROVSKI GLOBAL BUSINESS SERVICES ASIA SDN BHD,Central Services Coordinator,,Junior Executive,Not Specified,3 years,Full-Time,"Services,Customer Service",Call Center/IT-Enabled Services/BPO,1 - 50 Employees
Posted on 25-Feb-22,Golden Screen Cinemas Sdn Bhd (3609-M),Cinema Supervisor (GSC Queensbay Mall),,Non-Executive,"Primary/Secondary School/O Level, Professional Certificate, Diploma, Advanced/Higher/Graduate Diploma",1 year,Full-Time,"Sales/Marketing,Retail Sales",Entertainment / Media,501 - 1000 Employees
Posted on 11-Mar-22,Mforce Bike Holdings Sdn Bhd,SPAREPARTS STORE ASSISTANT,,Not Specified,Not Specified,,Full-Time,"Services,Logistics/Supply Chain",Automobile / Automotive Ancillary / Vehicle,201 - 500 Employees
Posted 13 hours ago,UWC Holdings,Production Coordinator,,Not Specified,Not Specified,,Full-Time,"Manufacturing,Manufacturing",Manufacturing / Production,1001 - 2000 Employees
Posted 12 hours ago,Keysight Technologies,SupplyChain Analyst,,Not Specified,Not Specified,,Temporary,"Services,Logistics/Supply Chain",Electrical & Electronics,2001 - 5000 Employees
Posted 12 hours ago,Keysight Technologies,Material / Inventory Analyst,,Not Specified,Not Specified,,Full-Time,"Manufacturing,Purchasing/Material Mgmt",Electrical & Electronics,2001 - 5000 Employees
Posted on 9-Mar-22,Western Digital,"Analyst 3, Logistics",,Not Specified,Not Specified,,,"Computer/Information Technology,IT-Network/Sys/DB Admin",Electrical & Electronics,2001 - 5000 Employees
Posted 12 hours ago,B. Braun Medical,Assistant Manager - Production,,Not Specified,Not Specified,,,"Manufacturing,Manufacturing",Healthcare / Medical,More than 5000 Employees
Posted 13 hours ago,JWR TECHNOLOGY (M) SDN. BHD.,Purchaser,,Not Specified,Not Specified,,Full-Time,"Manufacturing,Purchasing/Material Mgmt",Heavy Industrial / Machinery / Equipment,1 - 50 Employees
Posted on 12-Mar-22,Decor Heaven,OFFICE CLERK,,Not Specified,Not Specified,,Full-Time,"Manufacturing,Purchasing/Material Mgmt",General & Wholesale Trading,1 - 50 Employees
Posted on 10-Mar-22,Federal Express Services (M) Sdn Bhd,"Coordinator, Ocean Operations (Station in Penang)",,Not Specified,Not Specified,,Full-Time,"Services,Logistics/Supply Chain",Transportation / Logistics,1001 - 2000 Employees
Posted 12 hours ago,Micron Semiconductors,"Manager, Component Inline Production Control",,Not Specified,Not Specified,,Full-Time,"Manufacturing,Manufacturing",,
Posted 12 hours ago,CHEMSILK COATING INDUSTRIES,GENERAL WORKER,,Not Specified,Not Specified,,Full-Time,"Manufacturing,Manufacturing",,
Posted on 10-Mar-22,Flex,"Director, Materials",,Not Specified,Not Specified,,Full-Time,"Services,Logistics/Supply Chain",Electrical & Electronics,1 - 50 Employees
Posted 12 hours ago,Micron Semiconductors,Test Manufacturing Shift Supervisor,,Not Specified,Not Specified,,Full-Time,"Manufacturing,Manufacturing",,
Posted 13 hours ago,Round-The-World Logistics Corp,Sales Executive,,Not Specified,Not Specified,,Full-Time,"Services,Logistics/Supply Chain",Transportation / Logistics,51 - 200 Employees
Posted 12 hours ago,Micron Semiconductors,"SR MGR, AT ISM, MY",,Not Specified,Not Specified,,Full-Time,"Services,Logistics/Supply Chain",,
Posted on 12-Mar-22,Toll Group,"Team Leader , Finance",,Not Specified,Not Specified,,Full-Time,"Services,Logistics/Supply Chain",Transportation / Logistics,1 - 50 Employees
Posted 12 hours ago,NGC Garter,Warehouse and Shipping Assistant,,Not Specified,Not Specified,,Full-Time,"Services,Logistics/Supply Chain",Heavy Industrial / Machinery / Equipment,1 - 50 Employees
Posted 13 hours ago,Western Digital,"Supervisor, Manufacturing",,Not Specified,Not Specified,,,"Manufacturing,Manufacturing",Electrical & Electronics,2001 - 5000 Employees
Posted 13 hours ago,FOONG CHI MOULD INDUSTRIES,Warehouse Clerk,,Not Specified,Not Specified,,Full-Time,"Manufacturing,Purchasing/Material Mgmt",Manufacturing / Production,51 - 200 Employees
Posted 13 hours ago,Cpi (Penang),Storehand,,Not Specified,Not Specified,,Full-Time,"Manufacturing,Purchasing/Material Mgmt",Manufacturing / Production,201 - 500 Employees
Posted 12 hours ago,Keysight Technologies,Supply Chain Sr Analyst,,Not Specified,Not Specified,,Temporary,"Services,Logistics/Supply Chain",Electrical & Electronics,2001 - 5000 Employees
Posted on 11-Mar-22,QEL SHIPPING SERVICES,CUSTOMER SERVICE OFFICER,,Not Specified,Not Specified,,Full-Time,"Services,Logistics/Supply Chain",Transportation / Logistics,1 - 50 Employees
Posted on 12-Mar-22,Dell,"Senior Advisor, Supply Chain (Japanese Speaking)",,Not Specified,Not Specified,,,"Services,Logistics/Supply Chain",Computer/Information Technology (Hardware),2001 - 5000 Employees
Posted 12 hours ago,HENG HUAT RESORUCES GROUP BERHAD,Production Supervisor,,Not Specified,Not Specified,,Full-Time,"Manufacturing,Manufacturing",,
Posted 12 hours ago,BLUE OCEAN UNIQUE,Despatch,,Not Specified,Not Specified,,Full-Time,"Others,General Work",,
Posted 13 hours ago,Micron Semiconductors,"Manager, Component Planning",,Not Specified,Not Specified,,Full-Time,"Manufacturing,Manufacturing",,
Posted on 16-Feb-22,McDonald's,Program Perantis Remaja (McDonald's Bukit Jambul),,Entry Level,"Primary/Secondary School/O Level, Higher Secondary/STPM/'A' Level/Pre-U, Professional Certificate",,Part-Time,"Hotel/Restaurant,Food/Beverage/Restaurant",Food & Beverage / Catering / Restaurant,2001 - 5000 Employees
Posted on 23-Feb-22,Sankyu (M) Sdn Bhd,SALES EXECUTIVE,,Junior Executive,"Bachelor's Degree, Post Graduate Diploma, Professional Degree",2 years,Full-Time,"Services,Logistics/Supply Chain",Transportation / Logistics,51 - 200 Employees
Posted on 22-Feb-22,Jusprint (Penang) Sdn Bhd,Sales Admin cum Office Admin,"MYR 2,000 - MYR 2,500",Junior Executive,Not Specified,1 year,Full-Time,"Admin/Human Resources,Clerical/Administrative Support",Printing / Publishing,1 - 50 Employees
Posted 12 hours ago,JDB FOOD ENTERPRISE,PRODUCTION OPERATOR,,Not Specified,Not Specified,,Full-Time,"Manufacturing,Manufacturing",,
Posted 8 hours ago,Analog Devices,Assembly Operator,,Not Specified,Not Specified,,Full-Time,"Engineering,Electronics",Electrical & Electronics,1001 - 2000 Employees
Posted on 7-Mar-22,Bosch,Production Supervisor,,Not Specified,Not Specified,,,"Manufacturing,Manufacturing",Manufacturing / Production,1001 - 2000 Employees
Posted on 9-Mar-22,Jabil,IC SUPERVISOR I,,Not Specified,Not Specified,,Full-Time,"Services,Logistics/Supply Chain",Electrical & Electronics,More than 5000 Employees
Posted 12 hours ago,HENG HUAT RESORUCES GROUP BERHAD,Chargeman,,Not Specified,Not Specified,,Full-Time,"Manufacturing,Maintenance",,
Posted on 9-Mar-22,Infineon Technologies,Staff Specialist Operations,,Not Specified,Not Specified,,Full-Time,"Manufacturing,Manufacturing",Semiconductor/Wafer Fabrication,2001 - 5000 Employees
Posted 12 hours ago,K.N.L. Foundry,Melting and Casting Specialist,,Not Specified,Not Specified,,Full-Time,"Manufacturing,Maintenance",,
Posted 12 hours ago,WILPACK FOOD SERVICES,production operator,,Not Specified,Not Specified,,Full-Time,"Manufacturing,Manufacturing",Manufacturing / Production,51 - 200 Employees
Posted on 8-Mar-22,IBIDEN Electronics Malaysia Sdn Bhd,Storehand,,Not Specified,Not Specified,,Full-Time,"Engineering,Electronics",Electrical & Electronics,501 - 1000 Employees
Posted on 9-Mar-22,Jabil,Material Handler III,,Not Specified,Not Specified,,Full-Time,"Services,Logistics/Supply Chain",Electrical & Electronics,More than 5000 Employees
Posted on 9-Mar-22,Jabil,Senior Planner,,Not Specified,Not Specified,,Full-Time,"Manufacturing,Purchasing/Material Mgmt",Electrical & Electronics,More than 5000 Employees
Posted on 9-Mar-22,ALTAIRAA GLOBAL,CUSTOMER SERVICE ASSISTANT,,Not Specified,Not Specified,,Contract,"Services,Customer Service",Transportation / Logistics,1 - 50 Employees
Posted 12 hours ago,VODUS MEDIA SDN. BHD.,Customer Support Executive,,Not Specified,Not Specified,,Full-Time,"Services,Customer Service",Computer / Information Technology (Software),1 - 50 Employees
Posted on 9-Mar-22,PARAMIT MALAYSIA,Factory Worker,,Not Specified,Not Specified,,Full-Time,"Engineering,Electrical",Electrical & Electronics,501 - 1000 Employees
Posted on 27-Feb-22,PENTAMASTER EQUIPMENT MANUFACTURING,Logistics Executive,,Not Specified,Not Specified,,Full-Time,"Services,Logistics/Supply Chain",Manufacturing / Production,201 - 500 Employees
Posted on 11-Mar-22,PEN-CLASSIC INDUSTRIES,Vacuum Forming Supervisor,,Not Specified,Not Specified,,Full-Time,"Manufacturing,Manufacturing",Manufacturing / Production,51 - 200 Employees
Posted 12 hours ago,PWF Farms,Veterinarian - Poultry Farm,,Not Specified,Not Specified,,Full-Time,"Sciences,Agriculture",,
Posted 12 hours ago,Smartcom Imaging Sdn Bhd,Admin Support Officer,,Not Specified,Not Specified,,Full-Time,"Admin/Human Resources,Clerical/Administrative Support",,
Posted on 5-Mar-22,Western Digital,"VP, Direct Purchasing Operations",,Not Specified,Not Specified,,Full-Time,"Manufacturing,Purchasing/Material Mgmt",Electrical & Electronics,2001 - 5000 Employees
Posted 12 hours ago,CLPG PACKAGING INDUSTRIES,Operator,,Not Specified,Not Specified,,Full-Time,"Sales/Marketing,Marketing/Business Dev",Polymer / Plastic / Rubber / Tyres,51 - 200 Employees
Posted on 8-Mar-22,Plexus,Administrator II - Program Management,,Not Specified,Not Specified,,Full-Time,"Manufacturing,Manufacturing",Electrical & Electronics,More than 5000 Employees
Posted 12 hours ago,NEWLINE MACHINE TOOL SDN BHD,Branch Manager,,Not Specified,Not Specified,,Full-Time,"Sales/Marketing,Retail Sales",,
Posted 13 hours ago,INNOTECH PRECISION COMPONENTS,OPERATOR,,Not Specified,Not Specified,,Contract,"Manufacturing,Manufacturing",,
Posted 12 hours ago,Lim Chin Joo Sawmill,Operator,,Not Specified,Not Specified,,Full-Time,"Manufacturing,Manufacturing",,
Posted 12 hours ago,MIAMI FOOD PRODUCTS,Food Production Operator,,Not Specified,Not Specified,,Full-Time,"Manufacturing,Manufacturing",,
Posted on 9-Mar-22,Jabil,Assistant Inventory Analyst,,Not Specified,Not Specified,,Full-Time,"Engineering,Electrical",Electrical & Electronics,More than 5000 Employees
Posted on 10-Mar-22,SUNSHINE WHOLESALE MART,Local General Worker,,Not Specified,Not Specified,,Full-Time,"Manufacturing,Manufacturing",General & Wholesale Trading,501 - 1000 Employees
Posted on 27-Feb-22,Inventec Appliances,Production Manager,,Not Specified,Not Specified,,Full-Time,"Manufacturing,Manufacturing",Electrical & Electronics,501 - 1000 Employees
Posted on 2-Mar-22,Carsome,"Assistant Manager, Branch Operation (B2C) - Juru",,Not Specified,Not Specified,,,"Services,Logistics/Supply Chain",Automobile / Automotive Ancillary / Vehicle,501 - 1000 Employees
Posted on 9-Mar-22,Jabil,EC Co-Ordinator I,,Not Specified,Not Specified,,Full-Time,"Engineering,Electrical",Electrical & Electronics,More than 5000 Employees
Posted on 9-Mar-22,Green Island Feed Mills,SALES AND PURCHASE COORDINATOR,,Not Specified,Not Specified,,Full-Time,"Sciences,Food Tech/Nutritionist",Marine/Aquaculture,51 - 200 Employees
Posted on 24-Feb-22,PRODELCON,Material Handler,,Not Specified,Not Specified,,Full-Time,"Manufacturing,Manufacturing",Manufacturing / Production,201 - 500 Employees
Posted on 9-Mar-22,Carsome,HRD Corp Open Day - Career Fair,,Not Specified,Not Specified,,,"Sales/Marketing,Marketing/Business Dev",Automobile / Automotive Ancillary / Vehicle,501 - 1000 Employees
Posted on 4-Mar-22,WKK trading,General Worker,,Not Specified,Not Specified,,Full-Time,"Sales/Marketing,Telesales/Telemarketing",Retail / Merchandise,
Posted on 12-Mar-22,Dell,Sales Operations Manager,,Not Specified,Not Specified,,,"Sales/Marketing,Sales - Corporate",Computer/Information Technology (Hardware),2001 - 5000 Employees
Posted on 2-Mar-22,Intel,Planning Analyst,,Not Specified,Not Specified,,,"Manufacturing,Purchasing/Material Mgmt",Semiconductor/Wafer Fabrication,More than 5000 Employees
Posted on 9-Mar-22,AMI AWANA,Operation Executive,,Not Specified,Not Specified,,Full-Time,"Hotel/Restaurant,Hotel/Tourism",Human Resources Management / Consulting,1 - 50 Employees
Posted on 9-Mar-22,GOLDEN SHINE BEAUTY CARE PRODUCTS (M) SDN. BHD.,E-commerce Marketer,,Not Specified,Not Specified,,Full-Time,"Admin/Human Resources,Clerical/Administrative Support",Grooming / Beauty / Fitness,1 - 50 Employees
Posted 12 hours ago,LKTT Plastic Technology,Operator,,Not Specified,Not Specified,,Full-Time,"Manufacturing,Manufacturing",Manufacturing / Production,51 - 200 Employees
Posted on 7-Mar-22,UST Global,Associate I - Vlsi,,Not Specified,Not Specified,,Full-Time,"Engineering,Electronics","Consulting (IT, Science, Engineering & Technical)",More than 5000 Employees
Posted on 11-Mar-22,Intel,Penang Advanced Packaging Materials Analysis Engineer (SEM/ TEM),,Not Specified,Not Specified,,,"Manufacturing,Manufacturing",Semiconductor/Wafer Fabrication,More than 5000 Employees
Posted on 28-Feb-22,AGCO GSI,Warehouse Assistant,,Not Specified,Not Specified,,Full-Time,"Others,General Work",Manufacturing / Production,51 - 200 Employees
Posted on 5-Mar-22,Western Digital,Senior Information Security Analyst - Insider Risk,,Not Specified,Not Specified,,Full-Time,"Computer/Information Technology,IT-Network/Sys/DB Admin",Electrical & Electronics,2001 - 5000 Employees
Posted on 5-Mar-22,CCB Medical Devices,Production Operator,,Not Specified,Not Specified,,Contract,"Manufacturing,Manufacturing",Manufacturing / Production,201 - 500 Employees
Posted on 9-Mar-22,Bosch,Capacity & General Manufacturing Engineer,,Not Specified,Not Specified,,Full-Time,"Manufacturing,Manufacturing",Manufacturing / Production,1001 - 2000 Employees
Posted on 24-Feb-22,PRODELCON,Material Handler,,Not Specified,Not Specified,,Full-Time,"Manufacturing,Manufacturing",Manufacturing / Production,201 - 500 Employees
Posted on 3-Mar-22,VALUESPEC TECHNOLOGY,General Worker / Pekerja Am,,Not Specified,Not Specified,,Full-Time,"Manufacturing,Manufacturing","Consulting (IT, Science, Engineering & Technical)",1 - 50 Employees
Posted on 9-Mar-22,Orthomedic Innovations,CNC Milling Programmer Specialist,,Not Specified,Not Specified,,Full-Time,"Manufacturing,Manufacturing",Manufacturing / Production,51 - 200 Employees
Posted on 11-Mar-22,Jabil,Test Section Manager,,Not Specified,Not Specified,,Full-Time,"Engineering,Electrical",Electrical & Electronics,More than 5000 Employees
Posted on 7-Mar-22,Bosch,Lean / BPS Expert,,Not Specified,Not Specified,,Full-Time,"Engineering,Mechanical",Manufacturing / Production,1001 - 2000 Employees
Posted on 24-Feb-22,PRODELCON,Store and Shipping Assistant,,Not Specified,Not Specified,,Full-Time,"Manufacturing,Manufacturing",Manufacturing / Production,201 - 500 Employees
Posted on 2-Mar-22,TFP Retail (formerly known as Village Grocer (Bangsar) ),Department Manager Meat & Seafood - Village Grocer Penang,,Not Specified,Not Specified,,Full-Time,"Sales/Marketing,Merchandising",Retail / Merchandise,201 - 500 Employees
Posted on 3-Mar-22,SRI TANJUNG MEDICARE,Operation Manager,,Not Specified,Not Specified,,Full-Time,"Healthcare,Practitioner/Medical Asst",Healthcare / Medical,51 - 200 Employees
Posted on 7-Mar-22,Greatech Integration,Welder N1,,Not Specified,Not Specified,,Full-Time,"Manufacturing,Manufacturing",Manufacturing / Production,501 - 1000 Employees
Posted on 5-Mar-22,Western Digital,"Manager, Planning",,Not Specified,Not Specified,,Full-Time,"Manufacturing,Purchasing/Material Mgmt",Electrical & Electronics,2001 - 5000 Employees
Posted on 1-Mar-22,QEL SHIPPING SERVICES,Customer Service Officer,,Not Specified,Not Specified,,Full-Time,"Services,Customer Service",Transportation / Logistics,1 - 50 Employees
Posted on 27-Feb-22,PG Lean Hwa Trading,Slaughterhouse Worker,,Not Specified,Not Specified,,Full-Time,"Manufacturing,Manufacturing",Manufacturing / Production,51 - 200 Employees
Posted on 6-Mar-22,Big Pharmacy Healthcare,Dietitian / Nutritionist (Jalan Burma),,Not Specified,Not Specified,,Full-Time,"Healthcare,Pharmacy",Healthcare / Medical,1001 - 2000 Employees
Posted on 23-Feb-22,OZO PRESTIGE SDN. BHD.,Driver cum Warehouse Assistant,,Not Specified,Not Specified,,Full-Time,"Manufacturing,Manufacturing",Banking / Financial Services,
Posted on 2-Mar-22,AEON,PRODUCTION ASSISTANT - PEMBANTU PRODUKSI @ PENANG,,Not Specified,Not Specified,,Full-Time,"Hotel/Restaurant,Food/Beverage/Restaurant",Retail / Merchandise,More than 5000 Employees
Posted on 8-Mar-22,Inventec Appliances,Production Engineer,,Not Specified,Not Specified,,Full-Time,"Manufacturing,Manufacturing",Electrical & Electronics,501 - 1000 Employees
Posted on 3-Mar-22,Supreme Rice Mill,Pekerja Am,,Not Specified,Not Specified,,Contract,"Engineering,Electrical",Agricultural / Plantation / Poultry / Fisheries,1 - 50 Employees
Posted on 25-Feb-22,Iconic Medicare,Customer Service Executive,,Not Specified,Not Specified,,Full-Time,"Services,Customer Service",Healthcare / Medical,201 - 500 Employees
Posted on 2-Mar-22,Flextronics Systems (Penang),TOOL CRIB ATTENDENT,,Not Specified,Not Specified,,Full-Time,"Manufacturing,Manufacturing",Manufacturing / Production,More than 5000 Employees
Posted on 24-Feb-22,HAN TE INDUSTRIES,Supervisor,,Not Specified,Not Specified,,Full-Time,"Manufacturing,Manufacturing",Manufacturing / Production,51 - 200 Employees
Posted on 6-Mar-22,ALTAIRAA GLOBAL,Processor,,Not Specified,Not Specified,,,"Services,Armed Forces",Transportation / Logistics,1 - 50 Employees
Posted on 24-Feb-22,PRODELCON,Planner,,Not Specified,Not Specified,,Full-Time,"Manufacturing,Manufacturing",Manufacturing / Production,201 - 500 Employees
Posted on 3-Mar-22,Emico Penang,Business Development Executive,,Not Specified,Not Specified,,Full-Time,"Sales/Marketing,Marketing/Business Dev",Manufacturing / Production,201 - 500 Employees
Posted on 22-Feb-22,BLUE TRIANGLE AIR CARGO,"Warehouse Assistant Prai (autocity,juru)",,Not Specified,Not Specified,,Full-Time,"Services,Logistics/Supply Chain",Transportation / Logistics,51 - 200 Employees
Posted on 25-Feb-22,NIBONG TEBAL PAPER MILL,CLEANER/GENERAL WORKER,,Not Specified,Not Specified,,Full-Time,"Manufacturing,Manufacturing",Manufacturing / Production,1001 - 2000 Employees
Posted on 4-Mar-22,SIW MANUFACTURING,Factory Worker,,Not Specified,Not Specified,,Full-Time,"Manufacturing,Manufacturing",Manufacturing / Production,51 - 200 Employees
Posted on 25-Feb-22,Tan Chong Ekspres Auto Servis,"Assistant, Parts",,Not Specified,Not Specified,,Full-Time,"Engineering,Mechanical",Automobile / Automotive Ancillary / Vehicle,More than 5000 Employees
Posted on 3-Mar-22,CHOON FATT SAUCE FACTORY,Pembantu Lorry,,Not Specified,Not Specified,,Full-Time,"Hotel/Restaurant,Food/Beverage/Restaurant",Manufacturing / Production,1 - 50 Employees
Posted on 7-Mar-22,UST Global,Associate I - VLSI,,Not Specified,Not Specified,,Full-Time,"Computer/Information Technology,IT-Software","Consulting (IT, Science, Engineering & Technical)",More than 5000 Employees
Posted on 24-Feb-22,SUNLITE ELECTRONIC,LINE LEADER,,Not Specified,Not Specified,,Full-Time,"Engineering,Electronics",Others,
Posted on 2-Mar-22,DEXCOM (MALAYSIA) SDN. BHD.,Facilities Shift Supervisor,,Not Specified,Not Specified,,Full-Time,"Engineering,Electrical",Manufacturing / Production,2001 - 5000 Employees
Posted on 25-Feb-22,PG Lean Hwa Trading,General Worker/ Pekerja Am,,Not Specified,Not Specified,,Full-Time,"Manufacturing,Manufacturing",Manufacturing / Production,51 - 200 Employees
Posted on 24-Feb-22,PRODELCON,Production Superintendent,,Not Specified,Not Specified,,Full-Time,"Manufacturing,Manufacturing",Manufacturing / Production,201 - 500 Employees
Posted on 6-Mar-22,Inventec Appliances,Assembly and Process Equipment Engineer,,Not Specified,Not Specified,,Full-Time,"Manufacturing,Manufacturing",Electrical & Electronics,501 - 1000 Employees
Posted on 9-Mar-22,AMI AWANA,Operation Executive,,Not Specified,Not Specified,,Full-Time,"Services,Armed Forces",Human Resources Management / Consulting,1 - 50 Employees
Posted on 24-Feb-22,CONTACTHINGS SOLUTION,PURCHASING CUM PROJECT CO-ORDINATOR,,Not Specified,Not Specified,,Full-Time,"Manufacturing,Purchasing/Material Mgmt",Electrical & Electronics,1 - 50 Employees
Posted on 23-Feb-22,OZO PRESTIGE SDN. BHD.,Driver cum Warehouse Assistant,,Not Specified,Not Specified,,Full-Time,"Manufacturing,Purchasing/Material Mgmt",Banking / Financial Services,
Posted on 23-Feb-22,OZO PRESTIGE SDN. BHD.,Cargo Handler,,Not Specified,Not Specified,,Full-Time,"Manufacturing,Purchasing/Material Mgmt",Banking / Financial Services,
Posted on 25-Feb-22,NIBONG TEBAL PAPER MILL,EXPORT SALES OFFICER,,Not Specified,Not Specified,,Full-Time,"Manufacturing,Manufacturing",Manufacturing / Production,1001 - 2000 Employees
Posted on 6-Mar-22,Inventec Appliances,Automation Manager,,Not Specified,Not Specified,,Full-Time,"Manufacturing,Manufacturing",Electrical & Electronics,501 - 1000 Employees
Posted on 11-Mar-22,MUTIARA BERSATU ENTERPRISE,Storekeeper,,Not Specified,Not Specified,,Full-Time,"Services,Armed Forces",Agricultural / Plantation / Poultry / Fisheries,1 - 50 Employees
Posted on 11-Mar-22,UWC Holdings,Assembly Technician,,Not Specified,Not Specified,,Full-Time,"Manufacturing,Manufacturing",Manufacturing / Production,1001 - 2000 Employees
Posted on 24-Feb-22,TRANSAIRMARINE FREIGHT SERVICES SDN. BHD.,"CUSTOMER SERVICE CLERK (SIMPANG EMPAT, PENANG)",,Not Specified,Not Specified,,Full-Time,"Services,Logistics/Supply Chain",Transportation / Logistics,51 - 200 Employees
Posted on 11-Mar-22,Intel,PG Senior Factory Material Engineer,,Not Specified,Not Specified,,,"Manufacturing,Manufacturing",Semiconductor/Wafer Fabrication,More than 5000 Employees
Posted on 9-Mar-22,Ambu,Production Operator,,Not Specified,Not Specified,,Full-Time,"Manufacturing,Manufacturing",Manufacturing / Production,1001 - 2000 Employees
Posted on 8-Mar-22,Emico Penang,Quality Admin,,Not Specified,Not Specified,,Full-Time,"Manufacturing,Quality Assurance",Manufacturing / Production,201 - 500 Employees
Posted on 24-Feb-22,PRODELCON,Production Supervisor,,Not Specified,Not Specified,,Full-Time,"Manufacturing,Manufacturing",Manufacturing / Production,201 - 500 Employees
Posted on 10-Mar-22,GUH Circuit Industry (PG),Operator,,Not Specified,Not Specified,,Full-Time,"Manufacturing,Manufacturing",Manufacturing / Production,501 - 1000 Employees
