"id","posted_date","company_name","job_title","salary","position_level","qualification","years_of_experience","job_type","job_specialisation","industry","company_size","job_description","min_qualification","min_qualification_broad"
1600,"Posted on 9-Mar-22","See Hup Transport Co. Sdn Bhd","TRUCK OPERATOR","","Not Specified","Not Specified","","Full-Time","Services,Logistics/Supply Chain","Transportation / Logistics","201 - 500","","Not Specified","Not Specified"
1645,"Posted on 21-Feb-22","See Hup Transport Co. Sdn Bhd","Business Development Officer","","Not Specified","Not Specified","","Full-Time","Admin/Human Resources,Clerical/Administrative Support","Transportation / Logistics","201 - 500","","Not Specified","Not Specified"
1658,"Posted on 7-Mar-22","Greenpen Freight Services","Sales Executive","","Not Specified","Not Specified","","Full-Time","Sales/Marketing,Retail Sales","Transportation / Logistics","51 - 200","","Not Specified","Not Specified"
1660,"Posted on 8-Mar-22","PKT Logistics","Maintenance Coordinator","","Not Specified","Not Specified","","Full-Time","Engineering,Mechanical","Transportation / Logistics","1 - 50","","Not Specified","Not Specified"
1671,"Posted 13 hours ago","J&T Express","Admin Assistant","","Not Specified","Not Specified","","Full-Time","Manufacturing,Purchasing/Material Mgmt","Transportation / Logistics","> 5000","","Not Specified","Not Specified"
1679,"Posted on 8-Mar-22","CITY ZONE EXPRESS","Storekeeper/Warehouse Assistant","","Not Specified","Not Specified","","Full-Time","Services,Logistics/Supply Chain","Transportation / Logistics","51 - 200","","Not Specified","Not Specified"
1698,"Posted on 21-Feb-22","Moving Star Sdn Bhd","CUSTOMER RELATIONSHIP OFFICER","MYR�1,200 - MYR�1,500","Entry Level","Primary/Secondary School/O Level","","Full-Time","Admin/Human Resources,Clerical/Administrative Support","Transportation / Logistics",NA,"","Primary/Secondary School/O Level","Low-skilled"
1701,"Posted on 17-Feb-22","Pgeon Express Sdn. Bhd.","Van Driver - Full Time (Penang)","","Non-Executive","Primary/Secondary School/O Level","1 year","Full-Time","Others,General Work","Transportation / Logistics","1 - 50","","Primary/Secondary School/O Level","Low-skilled"
1704,"Posted on 22-Feb-22","FM GLOBAL LOGISTICS (M) SDN BHD","Technical Support – IT","","Non-Executive","Not Specified","1 year","Full-Time","Services,Tech & Helpdesk Support","Transportation / Logistics","51 - 200","","Not Specified","Not Specified"
1710,"Posted on 22-Feb-22","FM GLOBAL LOGISTICS (M) SDN BHD","Accounts Assistant","","Non-Executive","Not Specified","1 year","Full-Time","Accounting/Finance,General/Cost Accounting","Transportation / Logistics","51 - 200","","Not Specified","Not Specified"
1726,"Posted on 28-Feb-22","Flash Express","Area Manager","MYR�7,000 - MYR�9,800","Manager","Diploma, Advanced/Higher/Graduate Diploma, Bachelor's Degree, Post Graduate Diploma, Professional Degree","5 years","Full-Time","Services,Logistics/Supply Chain","Transportation / Logistics","1001 - 2000","","Diploma","High-skilled"
1741,"Posted on 28-Feb-22","DHL Supply Chain (Malaysia) Sdn Bhd","Operation Manager","MYR�8,000 - MYR�11,000","Manager","Bachelor's Degree, Post Graduate Diploma, Professional Degree","5 years","Full-Time","Services,Logistics/Supply Chain","Transportation / Logistics","501 - 1000","","Bachelor's Degree","High-skilled"
1747,"Posted on 7-Mar-22","Pgeon Express Sdn. Bhd.","Internship for Inventory Management (Min 3 months)","","Entry Level","Diploma, Advanced/Higher/Graduate Diploma, Bachelor's Degree, Post Graduate Diploma, Professional Degree","","Internship","Manufacturing,Purchasing/Material Mgmt","Transportation / Logistics","1 - 50","","Diploma","High-skilled"
1757,"Posted on 4-Mar-22","Xin Hwa Holdings Berhad","CUSTOMER SERVICE","MYR�2,500 - MYR�3,500","Junior Executive","Not Specified","3 years","Full-Time","Services,Customer Service","Transportation / Logistics","501 - 1000","","Not Specified","Not Specified"
1767,"Posted on 5-Mar-22","Sin-Kung Logistics Sdn Bhd","Logistics Assistant (Transport Warehouse)","MYR�1,600 - MYR�2,000","Non-Executive","Primary/Secondary School/O Level, Higher Secondary/STPM/'A' Level/Pre-U, Diploma, Advanced/Higher/Graduate Diploma","1 year","Full-Time","Services,Logistics/Supply Chain","Transportation / Logistics","51 - 200","","Primary/Secondary School/O Level","Low-skilled"
1798,"Posted on 18-Feb-22","Integrated Cold Chain Logistics Sdn. Bhd.(Penang)","Compliance & Safety Executive (Logistics Industry)","MYR�2,500 - MYR�3,500","Senior Executive","Not Specified","3 years","Full-Time","Services,Logistics/Supply Chain","Transportation / Logistics","51 - 200","","Not Specified","Not Specified"
1805,"Posted on 8-Mar-22","YCH Distripark","Order Management","","Not Specified","Not Specified","","Full-Time","Services,Logistics/Supply Chain","Transportation / Logistics","201 - 500","","Not Specified","Not Specified"
1810,"Posted 12 hours ago","cargo-partner","Business Development Manager","","Not Specified","Not Specified","","Full-Time","Sales/Marketing,Marketing/Business Dev","Transportation / Logistics","1 - 50","","Not Specified","Not Specified"
1817,"Posted on 3-Mar-22","Tri-Mode System (Penang) Sdn Bhd","Import Shipping Documentation Clerk","","Not Specified","Not Specified","","Full-Time","Services,Logistics/Supply Chain","Transportation / Logistics","1 - 50","","Not Specified","Not Specified"
1902,"Posted on 14-Mar-22","J&T CARGO","Sales Executive","MYR�3,000 - MYR�5,000","Senior Executive","Primary/Secondary School/O Level, Professional Certificate, Diploma, Advanced/Higher/Graduate Diploma","3 years","Full-Time","Services,Logistics/Supply Chain","Transportation / Logistics","1001 - 2000","Job Responsibilities:,Developing sales plan, strategy, activities to achieve the target budget of the year.,Explore business opportunities and expand market share,Responsible in hosting professional presentation of the range of standardized products to our clients. At most, establish and offer customized product to meet the clients needs.,Develop and maintain strong existing customer relation and loyalty to ensure client satisfaction of our services,Ensuring customer commitments are communicated to respective operations.,Responsible for establishing, responding customer profiles and needs/complaints/inquiries.,Requirements:,Candidate must possess at least a Diploma or any equivalent academic studies.,1-2 years of working experience in the logistics / forwarding industry., Proactive and have positive mindset to adapt the fast-paced environment.,Good interpersonal skills, analytical and able to work independently.,At least 1-2 years working experience in the related field is required for this position.","Primary/Secondary School/O Level","Low-skilled"
1934,"Posted 12 hours ago","ALTAIRAA GLOBAL","STORE ASSISTANT","","Not Specified","Not Specified","","Contract","Services,Logistics/Supply Chain","Transportation / Logistics","1 - 50","Description,Pembungkusan produk,Mengira, mengambil, memeriksa dan membungkus produk,Memuatkan dan memunggah produk dari lori,Company,PUBLIC ADMINISTRATION AND DEFENCE; COMPULSORY SOCIAL SECURITY,(manpower supply),-","Not Specified","Not Specified"
1945,"Posted on 9-Mar-22","Hitachi Transport System (M) Sdn Bhd","Manager","","Not Specified","Not Specified","","Full-Time","Manufacturing,Manufacturing","Transportation / Logistics","201 - 500","Job Responsibility,1. Monitor daily process to meet customer & company guideline & SOP.,2. Monitor staff attendance, punctuality & discipline.,3. Communicate with customer for any raising issues / problems.,4. Monitor production to meet customer's target on production.,5. Monitor any require report to be submitted to customer within required time.,Job Requirements,Job Benifits,EPF,SOCSO,Annual Leave,-","Not Specified","Not Specified"
1975,"Posted on 23-Feb-22","BLUE TRIANGLE AIR CARGO","Warehouse Assistant PRAI (AUTOCITY,JURU)","","Not Specified","Not Specified","","Full-Time","Services,Logistics/Supply Chain","Transportation / Logistics","51 - 200","Description,12 hour shift 2pm to 2am ot wajib 3 jam Sabtu cuti,Company,Providing services to airports and 3rd party logistics warehouses. Service to customer needs and expectations. Attendance/performance allowance,accomodation/transport allowance.,-","Not Specified","Not Specified"
1988,"Posted on 9-Mar-22","JUTA CAHAYA GEMILANG SDN BHD","DRIVER LORRY","MYR�1,500 - MYR�2,100","Non-Executive","Not Specified","2 years","Full-Time","Others,General Work","Transportation / Logistics",NA,"Job Description,Responsible for loading & unloading of goods.,Review orders before and after delivery to ensure accuracy & completeness.,Load and deliver orders to customers site in a timely manner.,Check and maintain the vehicle on a daily basis to ensure that it is in good running condition.,Assist in warehouse jobs as and when required.,Any other ad hoc duties as assigned.,Job Requirements,Age below 35 years old with good health.,Minimum SPM & equivalent.,At least 2 years working experience as lorry driver.,Possess valid driving license: E License.,Trustworthy, punctual, honest, possess safe driving skills & good attendance record.","Not Specified","Not Specified"
1993,"Posted 8 hours ago","Overland Total Logistic Services","Warehouse Administrator","","Not Specified","Not Specified","","Full-Time","Manufacturing,Purchasing/Material Mgmt","Transportation / Logistics","51 - 200","Description,DUTIES AND RESPONSIBILITIES:,General office management such ordering stationery with HR and administration,Control stock material level in warehouse & maintenance,Update the receiving, outgoing & return goods in excel and system,Dispatching the document and photocopy,Filling the document (POD, Gate pass & others document if request),Preparing, checking & submitting the custom form using Aldect system (for all export shipment when necessary),Print the custom form & chit from Aldect system,Sorting the custom form & chit for custom, driver, bonded warehouse & container/truck,Asking for PE (Custom Examination) & RELEASED of custom form from the Custom Officer (KNICD) by Phone Call,Support as backup runner for Custom Clearance at Gudang,Prepare the Purchase Order & Purchase Requisition (PO & PR) for warehouse and maintenance,Ensure that every PO & PR raised by own department have no pending,Liaised with Purchasing & Finance Dept. involving PO & PR issues,Engage with supplier by email regarding TT form & Bank Acc number for PO payment process,Cost control- Do comparison of minimum 2 suppliers before purchase spare part or other materials which have cheaper price,Support other activities if required,Assist in clerk job function when necessary,Follow up for Pending document,Support other area activity if required,JOB REQUIREMENTS:,Candidate must possess at least Diploma/SPM/Certificate in relevant field,Minimum one (1) year of experience in warehouse management,Good command of English and Bahasa Malaysia. Additional language skills are highly preferred.,Good working knowledge of Microsoft Office and email.,Excellent presentation, communication and interpersonal skills.,Confident, proactive, sales driven and result-oriented.,Good in time management.,Strong organizational skills and demonstrated ability to meet deadlines and targets.,Ability to work in a high-pressure environment.,Willing to travel and work extended hours when required.,Company,We are an established cross border road freight trucking entity operating a regional network in Singapore, Malaysia, Thailand, Loas, Vietnam, Cambodia, Myanmar, Hong Kong and Mainland China.,We have our state-of-the-art and in-house developed GPS and trucking system with enhanced security features like the CCTV camera within our 45' container and e-locking mechanism. We operate 24/7 command center in 4 countries and own custom brokerage teams at border gateways.,A certified TAPA Asia FSR and TSR Group of Companies.,-","Not Specified","Not Specified"
1997,"Posted on 16-Mar-22","Toll Group","Operation Controller (Part-Time)","","Not Specified","Not Specified","","Part-Time","Services,Logistics/Supply Chain","Transportation / Logistics","1 - 50","Company Description,At Toll, we do more than just logistics - we move the businesses that move the world. Our 20,000 team members can help solve any logistics, transport, or supply chain challenge – big or small. We have been supporting our customers for more than 130 years. Today, we support more than 20,000 customers worldwide with 500 sites in 25 countries, and a forwarding network spanning 150 countries.,As a Centre of Excellence in Penang, we take pride in providing shared services that Toll’s entire network depends on daily. As our CoE grows, we enjoy more opportunities to take on exciting and diverse challenges to progress even further, always supported to learn, develop, and expand our knowledge. In a fast-paced environment, we are energised by our culture, which is caring, inclusive and welcoming. United in our purpose, we collaborate well as a team, continuously improving how we deliver for our internal and external customers. We appreciate the safety, security, and stability that our work brings and feel valued knowing that as our business grows, we all grow together.,Job Description,The role:,We are looking for part-timers for Operation Controller role to join our Centre of Excellence (CoE), in Penang, Malaysia. ,As an Operations Controller, you will:,Coordinate the operations monitoring process for Linehaul from departure to arrival points across all National Linehaul operations.,In the event of operational disruption, coordinate the national network of the Linehaul business to achieve best possible outcomes in terms of customer service, reliability, and cost.,Maintain effective communication within the Control Tower to ensure opportunities and risks are managed by taking proactive decisions to avert problems.,Qualifications,About you:,To be successful in this role, you will need: ,Strong attention to detail.,A customer focus and solutions orientated mindset.,The ability to collaborate with a variety of internal and external stakeholder.,Excellent written and verbal communication skills. (English).,Other Information:,Working day : Saturday and Sunday only.,Shift Available: 6.00 a.m to 3.00 p.m, 3.00 p.m to 12.00 a.m and 9.00 p.m to 6 a.m,Additional Information,Be Connected:,With a bold vision and innovative drive, join our 20,000 colleagues as we lead industry change and transform how customers best meet their global supply chain needs in a meaningful and sustainable way. Join us and take pride in building relationships that matter, because being connected is at the centre of what makes Toll great – it’s what makes our possibilities endless.,Toll embraces and celebrates a variety of cultures. We continue to build a business that reflects the values of equality, built on the knowledge and understanding that everyone is welcome including the First Nations Peoples and those of all ages, genders and abilities.,If this sounds like the opportunity you are looking for, apply now or for more information contact [email protected],To find out more about us visit *************** ,You must be entitled to work in, Malaysia, and be prepared to undertake pre-employment checks including a criminal history check and medical.  ,-","Not Specified","Not Specified"
1999,"Posted on 16-Mar-22","Toll Group","CoE - Team Leader (Control Tower)","","Not Specified","Not Specified","","Full-Time","Services,Logistics/Supply Chain","Transportation / Logistics","1 - 50","Company Description,At Toll, we do more than just logistics - we move the businesses that move the world. Our 20,000 team members can help solve any logistics, transport, or supply chain challenge – big or small. We have been supporting our customers for more than 130 years. Today, we support more than 20,000 customers worldwide with 500 sites in 25 countries, and a forwarding network spanning 150 countries.,As a Centre of Excellence in Penang, we take pride in providing shared services that Toll’s entire network depends on daily. As our CoE grows, we enjoy more opportunities to take on exciting and diverse challenges to progress even further, always supported to learn, develop, and expand our knowledge. In a fast-paced environment, we are energised by our culture, which is caring, inclusive and welcoming. United in our purpose, we collaborate well as a team, continuously improving how we deliver for our internal and external customers. We appreciate the safety, security, and stability that our work brings and feel valued knowing that as our business grows, we all grow together.,Job Description,The role:,We are looking for an experienced Team Leader, (Control Tower) to join our Centre of Excellence (CoE), in Penang, Malaysia. Lead with approachability. Inspire and build relationships. Evaluate our efficiencies and ways to improve. Drive success to new heights. ,As a Team Leader, you will:,Ensure consistency in meeting service standards,Set direction and enable team collaboration to meet targets,Coach and mentor team members ,Be the escalation point for resolving complex issues,Qualifications,About you:,To be successful in this role, you will need: ,At least three years’ experience in the Freight Forwarding industry,Experience with leadership, coaching, mentoring, and providing constructive feedback to team members to enhance overall performance,A strong customer focus and with a strong team ethic,The ability to work independently and under pressure with minimum supervision,Excellent time management skills to manage high volume in a fast-paced environment,Additional Information,Be Connected:,With a bold vision and innovative drive, join our 20,000 colleagues as we lead industry change and transform how customers best meet their global supply chain needs in a meaningful and sustainable way. Join us and take pride in building relationships that matter, because being connected is at the centre of what makes Toll great – it’s what makes our possibilities endless.,Toll embraces and celebrates a variety of cultures. We continue to build a business that reflects the values of equality, built on the knowledge and understanding that everyone is welcome including the First Nations Peoples and those of all ages, genders and abilities.,If this sounds like the opportunity you are looking for, apply now or for more information contact [email protected] ,To find out more about us visit *************** ,You must be entitled to work in, ,Malaysia and be prepared to undertake pre-employment checks including a criminal history check and medical.  ,-","Not Specified","Not Specified"
