posted_date,company_name,job_title,salary,position_level,qualification,years_of_experience,job_type,job_specialisation,industry,company_size
Posted on 12-Mar-22,Dell,"Advisor, Marketing Operations",,Not Specified,Not Specified,,,"Manufacturing,Manufacturing",Computer/Information Technology (Hardware),2001 - 5000 Employees
Posted 11 hours ago,HA PACK INDUSTRY,Storekeeper,,Not Specified,Not Specified,,Full-Time,"Services,Logistics/Supply Chain",Manufacturing / Production,1 - 50 Employees
Posted on 9-Mar-22,Armstrong Auto Parts,Planner,,Not Specified,Not Specified,,Full-Time,"Engineering,Mechanical",Manufacturing / Production,501 - 1000 Employees
Posted 12 hours ago,Cheng Hooi Food Industries Sdn Bhd,Production Operator,,Not Specified,Not Specified,,Full-Time,"Manufacturing,Manufacturing",,
Posted 12 hours ago,PWF Farms,Purchasing Clerk,,Not Specified,Not Specified,,Full-Time,"Admin/Human Resources,Clerical/Administrative Support",,
Posted 11 hours ago,Foresight Asia Pacific,Machining Apprentice,,Not Specified,Not Specified,,Full-Time,"Manufacturing,Manufacturing",Manufacturing / Production,51 - 200 Employees
Posted on 9-Mar-22,MJ JEWELLERY,PRODUCTION ASSISTANT,,Not Specified,Not Specified,,Full-Time,"Manufacturing,Maintenance",Advertising / Marketing / Promotion / PR,
Posted on 7-Mar-22,PANAC ADVANCED FILM MALAYSIA,SENIOR EXECUTIVE - PRODUCTION PLANNER,,Not Specified,Not Specified,,Full-Time,"Manufacturing,Purchasing/Material Mgmt",Manufacturing / Production,51 - 200 Employees
Posted 11 hours ago,PIPESWAY FURNITURE,MANUFACTURING WORKER,,Not Specified,Not Specified,,Full-Time,"Manufacturing,Manufacturing",Manufacturing / Production,51 - 200 Employees
Posted 11 hours ago,BloomThis Flora,Florist Artisan (Pulau Pinang),,Not Specified,Not Specified,,Contract,"Manufacturing,Manufacturing",General & Wholesale Trading,1 - 50 Employees
Posted on 11-Mar-22,Leadman Precision Engineering,Operation Assistant (Packer),,Not Specified,Not Specified,,Full-Time,"Manufacturing,Manufacturing",Manufacturing / Production,51 - 200 Employees
Posted 12 hours ago,GRACEFUL STAFFING SERVICES (M) SDN BHD,Assembler,,Not Specified,Not Specified,,Full-Time,"Manufacturing,Manufacturing",,
Posted on 7-Mar-22,Bosch,Internship in Logistics (Receiving Time Window Coordinator),,Not Specified,Not Specified,,,"Engineering,Mechanical",Manufacturing / Production,1001 - 2000 Employees
Posted 12 hours ago,Lam Research,Master Black Belt,,Not Specified,Not Specified,,,"Manufacturing,Manufacturing",,
Posted 11 hours ago,Alps Coating,ISO DOCUMENT CONTROLLER CUM SALES COORDINATOR,,Not Specified,Not Specified,,Full-Time,"Sales/Marketing,Sales - Corporate",Manufacturing / Production,51 - 200 Employees
Posted on 12-Mar-22,STEEL WORLD RESOURCES,GENERAL WORKER,,Not Specified,Not Specified,,Full-Time,"Manufacturing,Manufacturing",Construction / Building / Engineering,1 - 50 Employees
Posted 12 hours ago,Sure Centric Sdn Bhd,Chinese HR & Admin Executive,,Not Specified,Not Specified,,Full-Time,"Manufacturing,Purchasing/Material Mgmt",,
Posted on 8-Mar-22,GLOBETRONICS,Production Supervisor/Executive,,Not Specified,Not Specified,,Full-Time,"Manufacturing,Manufacturing",Manufacturing / Production,1001 - 2000 Employees
Posted on 9-Mar-22,Emico Penang,Purchasing Admin,,Not Specified,Not Specified,,Full-Time,"Manufacturing,Manufacturing",Manufacturing / Production,201 - 500 Employees
Posted on 11-Mar-22,UA Materials,General Worker,,Not Specified,Not Specified,,Full-Time,"Manufacturing,Purchasing/Material Mgmt",Manufacturing / Production,51 - 200 Employees
Posted on 9-Mar-22,Intel,Procurement Supply Line Analyst,,Not Specified,Not Specified,,,"Services,Logistics/Supply Chain",Semiconductor/Wafer Fabrication,More than 5000 Employees
Posted on 9-Mar-22,Jabil,EIT Planner,,Not Specified,Not Specified,,Full-Time,"Services,Logistics/Supply Chain",Electrical & Electronics,More than 5000 Employees
Posted on 13-Mar-22,Global ETS,Customer Service,,Not Specified,Not Specified,,Full-Time,"Sales/Marketing,Sales - Eng/Tech/IT",Electrical & Electronics,1 - 50 Employees
Posted 12 hours ago,Micron Semiconductors,"Snr Manager, Component Inline Production Control",,Not Specified,Not Specified,,Full-Time,"Manufacturing,Manufacturing",,
Posted on 11-Mar-22,KHIAN3 INDUSTRIES,Sales Admin,,Not Specified,Not Specified,,Full-Time,"Manufacturing,Manufacturing",Manufacturing / Production,1 - 50 Employees
Posted 11 hours ago,LA FEEDING ENGINEERING,General Worker,,Not Specified,Not Specified,,Full-Time,"Manufacturing,Manufacturing",Heavy Industrial / Machinery / Equipment,1 - 50 Employees
Posted 12 hours ago,CITY ZONE EXPRESS,Customer Service Coordinator,,Not Specified,Not Specified,,Full-Time,"Services,Customer Service",Transportation / Logistics,51 - 200 Employees
Posted 12 hours ago,Pantai Emas,Laundry Worker,,Not Specified,Not Specified,,Full-Time,"Manufacturing,Manufacturing",,
Posted 12 hours ago,Hotayi Electronic,Material Planner,,Not Specified,Not Specified,,Full-Time,"Manufacturing,Purchasing/Material Mgmt",Manufacturing / Production,1001 - 2000 Employees
Posted 12 hours ago,SYARIKAT S DIN,INVENTORY ASSOCIATE,,Not Specified,Not Specified,,Full-Time,"Sales/Marketing,Retail Sales",Retail / Merchandise,More than 5000 Employees
Posted 11 hours ago,Micron Semiconductors,AT ISM Supply Manager,,Not Specified,Not Specified,,Full-Time,"Manufacturing,Purchasing/Material Mgmt",,
Posted on 10-Mar-22,GUH Circuit Industry (PG),Warehouse Executive,,Not Specified,Not Specified,,Full-Time,"Manufacturing,Manufacturing",Manufacturing / Production,501 - 1000 Employees
Posted 12 hours ago,ASE,Manufacturing Supervisor,,Not Specified,Not Specified,,,"Manufacturing,Manufacturing",,
Posted 12 hours ago,Micron Semiconductors,"Snr Manager, MMP Component Inventory Management",,Not Specified,Not Specified,,Full-Time,"Services,Logistics/Supply Chain",,
Posted on 11-Mar-22,Toll Group,Export Team Leader,,Not Specified,Not Specified,,Full-Time,"Services,Logistics/Supply Chain",Transportation / Logistics,1 - 50 Employees
Posted 12 hours ago,Simfur Design Sdn Bhd,GENERAL WORKER,,Not Specified,Not Specified,,Full-Time,"Services,Logistics/Supply Chain",,
Posted on 13-Mar-22,THONG SHENG FOOD TECHNOLOGY,Production Clerk,,Not Specified,Not Specified,,Full-Time,"Manufacturing,Manufacturing",Food & Beverage / Catering / Restaurant,1 - 50 Employees
Posted on 10-Mar-22,Flex,"Director, Materials",,Not Specified,Not Specified,,Full-Time,"Services,Logistics/Supply Chain",Electrical & Electronics,1 - 50 Employees
Posted 12 hours ago,Pos Logistics,Internship,,Not Specified,Not Specified,,Internship,"Services,Logistics/Supply Chain",Transportation / Logistics,1001 - 2000 Employees
Posted 11 hours ago,Micron Semiconductors,Production Supervisor,,Not Specified,Not Specified,,Full-Time,"Manufacturing,Manufacturing",,
Posted on 12-Mar-22,Toll Group,"Team Leader , Finance",,Not Specified,Not Specified,,Full-Time,"Services,Logistics/Supply Chain",Transportation / Logistics,1 - 50 Employees
Posted on 13-Mar-22,COLT ENGINEERING,Purchasing Officer,,Not Specified,Not Specified,,Full-Time,"Manufacturing,Purchasing/Material Mgmt",Construction / Building / Engineering,51 - 200 Employees
Posted 12 hours ago,ACRO RUBBER INDUSTRY,Production Supervisor,,Not Specified,Not Specified,,Full-Time,"Manufacturing,Manufacturing",,
Posted on 13-Mar-22,BAGAN AUTO PARTS SDN BHD.,Packer and Despatch,,Not Specified,Not Specified,,Full-Time,"Services,Logistics/Supply Chain",Automobile / Automotive Ancillary / Vehicle,1 - 50 Employees
Posted 11 hours ago,Micron Semiconductors,Production Supervisor,,Not Specified,Not Specified,,Full-Time,"Manufacturing,Manufacturing",,
Posted 12 hours ago,Round-The-World Logistics Corp,Sales Executive,,Not Specified,Not Specified,,Full-Time,"Services,Logistics/Supply Chain",Transportation / Logistics,51 - 200 Employees
Posted on 12-Mar-22,Dell,"Senior Advisor, Supply Chain (Japanese Speaking)",,Not Specified,Not Specified,,,"Services,Logistics/Supply Chain",Computer/Information Technology (Hardware),2001 - 5000 Employees
Posted 12 hours ago,Micron Semiconductors,Production Supervisor,,Not Specified,Not Specified,,Full-Time,"Manufacturing,Manufacturing",,
Posted 12 hours ago,Sealed Air,Senior Customer Service Partner,,Not Specified,Not Specified,,,"Services,Customer Service",,
Posted on 11-Mar-22,QEL SHIPPING SERVICES,CUSTOMER SERVICE OFFICER,,Not Specified,Not Specified,,Full-Time,"Services,Logistics/Supply Chain",Transportation / Logistics,1 - 50 Employees
Posted on 13-Mar-22,TRANSAIRMARINE FREIGHT SERVICES SDN. BHD.,"Document Assistant (Butterworth, Penang)",,Not Specified,Not Specified,,Contract,"Services,Logistics/Supply Chain",Transportation / Logistics,51 - 200 Employees
Posted 11 hours ago,TAN SOW AGRO FARM,Purchasing Planner,,Not Specified,Not Specified,,Full-Time,"Admin/Human Resources,Clerical/Administrative Support",,
Posted 12 hours ago,SOUTHERN PLASTIC PRODUCTS,Purchasing Coordinator,,Not Specified,Not Specified,,Full-Time,"Services,Logistics/Supply Chain",,
Posted 12 hours ago,APR MANUFACTURING SDN BHD,Production & Warehouse Assistant,,Not Specified,Not Specified,,Full-Time,"Manufacturing,Purchasing/Material Mgmt",,
Posted 12 hours ago,Dorner,Logistics/ Inventory/ Store Assistant,,Not Specified,Not Specified,,Contract,"Manufacturing,Purchasing/Material Mgmt",Heavy Industrial / Machinery / Equipment,51 - 200 Employees
Posted 12 hours ago,Bridge Trading,Penjaga Stor,,Not Specified,Not Specified,,Full-Time,"Services,Logistics/Supply Chain",,
Posted 12 hours ago,SOUTHERN PLASTIC PRODUCTS,Purchasing Coordinator,,Not Specified,Not Specified,,Full-Time,"Services,Logistics/Supply Chain",,
Posted 11 hours ago,B. Braun Medical,Assistant Manager – Supply Planning,,Not Specified,Not Specified,,,"Services,Logistics/Supply Chain",Healthcare / Medical,More than 5000 Employees
Posted on 25-Feb-22,VISCO TECHNOLOGY Sdn Bhd,Packing Production Engineer,,Junior Executive,"Diploma, Advanced/Higher/Graduate Diploma, Bachelor's Degree, Post Graduate Diploma, Professional Degree",1 year,Full-Time,"Engineering,Industrial Engineering",Manufacturing / Production,501 - 1000 Employees
Posted on 16-Feb-22,Toray Plastics (M) Sdn Bhd,Superintendent (11 KV Chargeman),,Junior Executive,Professional Certificate,1 year,Full-Time,"Manufacturing,Manufacturing",Polymer / Plastic / Rubber / Tyres,1001 - 2000 Employees
Posted on 25-Feb-22,Golden Screen Cinemas Sdn Bhd (3609-M),Cinema Supervisor (GSC Gurney Plaza),,Non-Executive,"Primary/Secondary School/O Level, Professional Certificate, Diploma, Advanced/Higher/Graduate Diploma",1 year,Full-Time,"Sales/Marketing,Retail Sales",Entertainment / Media,501 - 1000 Employees
Posted on 14-Feb-22,Bossard (M) Sdn. Bhd.,Sourcing Engineer (Sourcing Buyer),,Junior Executive,"Professional Certificate, Diploma, Advanced/Higher/Graduate Diploma, Bachelor's Degree, Post Graduate Diploma, Professional Degree",3 years,Full-Time,"Manufacturing,Purchasing/Material Mgmt",Retail / Merchandise,51 - 200 Employees
Posted on 3-Mar-22,AURORA ITALIA SDN BHD,E Commerce Executives/E Commerce Assistants,"MYR 2,000 - MYR 4,000",Junior Executive,Not Specified,2 years,Full-Time,"Sales/Marketing,E-commerce",Retail / Merchandise,201 - 500 Employees
Posted on 22-Feb-22,New Long Shine (M) Sdn Bhd,Customer Service Executive,"MYR 3,000 - MYR 4,000",Non-Executive,"Higher Secondary/STPM/'A' Level/Pre-U, Diploma, Advanced/Higher/Graduate Diploma",1 year,Full-Time,"Services,Customer Service",General & Wholesale Trading,1 - 50 Employees
Posted on 21-Feb-22,Citigroup Malaysia,TTS Onboarding Manager - Assistant Vice President - (22442358),,Senior Manager,"Bachelor's Degree, Post Graduate Diploma, Professional Degree",,Full-Time,"Accounting/Finance,Banking/Financial",Banking / Financial Services,2001 - 5000 Employees
Posted on 21-Feb-22,MNP Auctioneers (Central) Sdn Bhd,Customer Service Executive,"MYR 2,200 - MYR 3,080",Junior Executive,"Diploma, Advanced/Higher/Graduate Diploma",1 year,Full-Time,"Services,Customer Service",Property / Real Estate,1 - 50 Employees
Posted on 2-Mar-22,ASB WELDING MACHINERY SDN BHD,Sales Executive,,Junior Executive,Not Specified,,Full-Time,"Others,Others",Heavy Industrial / Machinery / Equipment,1 - 50 Employees
Posted on 18-Feb-22,MADINA SECURITY SDN. BHD.,Assistant Branch Manager (Penang Branch),"MYR 3,000 - MYR 3,000",Manager,"Diploma, Advanced/Higher/Graduate Diploma",2 years,Full-Time,"Services,Armed Forces",Security / Law Enforcement,1 - 50 Employees
Posted on 19-Feb-22,Dell Global Business Center Sdn Bhd,Facilities Management Consultant,,Senior Manager,"Bachelor's Degree, Post Graduate Diploma, Professional Degree",12 years,Full-Time,"Manufacturing,Maintenance",Computer/Information Technology (Hardware),2001 - 5000 Employees
Posted on 24-Feb-22,Konica Minolta Business Solutions (M) Sdn Bhd,Sales Executive (Corporate),,Junior Executive,"Higher Secondary/STPM/'A' Level/Pre-U, Professional Certificate, Bachelor's Degree, Post Graduate Diploma, Professional Degree",2 years,Full-Time,"Sales/Marketing,Sales - Corporate",Computer / Information Technology (Software),501 - 1000 Employees
Posted on 16-Feb-22,Precisetech Sdn Bhd,Store Executive,"MYR 2,300 - MYR 3,300",Junior Executive,"Higher Secondary/STPM/'A' Level/Pre-U, Diploma, Advanced/Higher/Graduate Diploma",2 years,Full-Time,"Manufacturing,Purchasing/Material Mgmt",Manufacturing / Production,1 - 50 Employees
Posted on 22-Feb-22,Company Confidential,GENERAL CLERK,,Entry Level,Primary/Secondary School/O Level,,Full-Time,"Admin/Human Resources,Clerical/Administrative Support",,
Posted on 25-Feb-22,Khian Guan Biscuit Manufacturing Company Sdn Bhd,General Operator,"MYR 1,200 - MYR 1,500",Non-Executive,Primary/Secondary School/O Level,,Full-Time,"Manufacturing,Manufacturing",Manufacturing / Production,51 - 200 Employees
Posted on 28-Feb-22,HomePro Malaysia,Customer Service Associate (HomePro Penang),"MYR 1,200 - MYR 1,900",Non-Executive,"Primary/Secondary School/O Level, Higher Secondary/STPM/'A' Level/Pre-U, Professional Certificate",1 year,Full-Time,"Services,Customer Service",Retail / Merchandise,More than 5000 Employees
Posted on 17-Feb-22,Company Confidential,CUSTOMER SERVICE (PG),,Junior Executive,"Professional Certificate, Diploma, Advanced/Higher/Graduate Diploma, Bachelor's Degree, Post Graduate Diploma, Professional Degree",1 year,Full-Time,"Services,Customer Service",,
Posted on 16-Feb-22,AGENSI PEKERJAAN DREAM CAREER SDN BHD,Store Assistant @ Pembantu Gudang (Fresh Graduates @ Exp. digalak mohon),"MYR 1,800 - MYR 2,500",Non-Executive,"Primary/Secondary School/O Level, Professional Certificate, Diploma, Advanced/Higher/Graduate Diploma",1 year,Full-Time,"Manufacturing,Purchasing/Material Mgmt",Human Resources Management / Consulting,1 - 50 Employees
Posted on 23-Feb-22,Agensi Pekerjaan Hays (Malaysia) Sdn Bhd,Key Account Manager,,Manager,"Bachelor's Degree, Post Graduate Diploma, Professional Degree",8 years,Full-Time,"Sales/Marketing,Sales - Eng/Tech/IT",Human Resources Management / Consulting,51 - 200 Employees
Posted on 1-Mar-22,Ban Cheong Construction Sdn Bhd,PEMANDU LORI (LORI TIPPER),"MYR 3,500 - MYR 4,500",Non-Executive,Not Specified,3 years,Full-Time,"Others,General Work",Construction / Building / Engineering,51 - 200 Employees
Posted on 22-Feb-22,Vallen Singapore Pte Ltd (Malaysia Branch),Driver cum Warehouse Assistant (Shah Alam),,Non-Executive,Higher Secondary/STPM/'A' Level/Pre-U,2 years,Full-Time,"Manufacturing,Purchasing/Material Mgmt",Consulting (Business & Management),51 - 200 Employees
Posted on 16-Feb-22,FASTRAIN TECHNOLOGY MALAYSIA SDN. BHD.,Logistics Officer,"MYR 2,500 - MYR 5,000",Junior Executive,Not Specified,5 years,Full-Time,"Services,Logistics/Supply Chain",Manufacturing / Production,51 - 200 Employees
Posted on 14-Feb-22,FR DEVELOPMENT ASIA SDN BHD,Storekeeper/Warehouse Assistant 货仓管理员,,Senior Executive,"Primary/Secondary School/O Level, Diploma, Advanced/Higher/Graduate Diploma",5 years,Full-Time,"Manufacturing,Purchasing/Material Mgmt",Automobile / Automotive Ancillary / Vehicle,1 - 50 Employees
Posted on 17-Feb-22,Tiong Nam Logistics Solutions Sdn Bhd,Internship,MYR 400 - MYR 600,Entry Level,"Diploma, Advanced/Higher/Graduate Diploma, Bachelor's Degree, Post Graduate Diploma, Professional Degree",,Internship,"Admin/Human Resources,Clerical/Administrative Support",Transportation / Logistics,1001 - 2000 Employees
Posted on 19-Feb-22,Dell Global Business Center Sdn Bhd,Customer/Technical Training Senior Analyst,,Senior Executive,"Bachelor's Degree, Post Graduate Diploma, Professional Degree",3 years,Full-Time,"Manufacturing,Process Control",Computer/Information Technology (Hardware),2001 - 5000 Employees
Posted on 17-Feb-22,YOU PIN SDN BHD,Warehouse Assistant,"MYR 1,500 - MYR 2,200",Entry Level,Primary/Secondary School/O Level,2 years,Full-Time,"Manufacturing,Purchasing/Material Mgmt",General & Wholesale Trading,1 - 50 Employees
Posted on 17-Feb-22,DKSH Malaysia Sdn Bhd,"Delivery Driver (Ulu Tiram, JB - 1 year contract)","MYR 1,600 - MYR 1,800",Non-Executive,Primary/Secondary School/O Level,2 years,Full-Time,"Services,Logistics/Supply Chain",Others,2001 - 5000 Employees
Posted on 14-Feb-22,Micron Memory Malaysia Sdn Bhd,Senior / Planner,,Senior Executive,"Bachelor's Degree, Post Graduate Diploma, Professional Degree",5 years,Full-Time,"Manufacturing,Purchasing/Material Mgmt",Semiconductor/Wafer Fabrication,1001 - 2000 Employees
Posted on 28-Feb-22,Western Digital,Training Specialist (Lean Master),,Senior Executive,"Bachelor's Degree, Post Graduate Diploma, Professional Degree",5 years,Full-Time,"Education/Training,Training & Dev.",Electrical & Electronics,2001 - 5000 Employees
Posted on 24-Feb-22,Agilent Technologies LDA Malaysia Sdn. Bhd.,Manufacturing Supervisor,,Manager,Not Specified,5 years,Full-Time,"Manufacturing,Manufacturing",Electrical & Electronics,501 - 1000 Employees
Posted on 18-Feb-22,Q-Value Add Sdn Bhd,Order Processing Executive,,Junior Executive,"Primary/Secondary School/O Level, Diploma, Advanced/Higher/Graduate Diploma, Bachelor's Degree, Post Graduate Diploma, Professional Degree",3 years,Full-Time,"Manufacturing,Purchasing/Material Mgmt",Manufacturing / Production,1 - 50 Employees
Posted on 10-Mar-22,Marrybrown Sdn Bhd,Counter Crew (Bukit Jambul),"MYR 1,100 - MYR 1,200",Non-Executive,"Primary/Secondary School/O Level, Higher Secondary/STPM/'A' Level/Pre-U, Professional Certificate",1 year,Full-Time,"Sales/Marketing,Retail Sales",Food & Beverage / Catering / Restaurant,501 - 1000 Employees
Posted on 19-Feb-22,Edible Specialities Sdn Bhd,Purchasing cum Admin,,Senior Executive,"Higher Secondary/STPM/'A' Level/Pre-U, Diploma, Advanced/Higher/Graduate Diploma, Bachelor's Degree, Post Graduate Diploma, Professional Degree",3 years,Full-Time,"Manufacturing,Purchasing/Material Mgmt",Consumer Products / FMCG,1 - 50 Employees
Posted on 22-Feb-22,FIRST JET,Store Assistant,"MYR 1,900 - MYR 2,000",Non-Executive,Not Specified,,Full-Time,"Manufacturing,Manufacturing",General & Wholesale Trading,
Posted on 16-Feb-22,DEXCOM (MALAYSIA) SDN. BHD.,Warehouse Supervisor,,Senior Executive,"Diploma, Advanced/Higher/Graduate Diploma, Bachelor's Degree, Post Graduate Diploma, Professional Degree",5 years,Full-Time,"Services,Logistics/Supply Chain",Manufacturing / Production,2001 - 5000 Employees
